rating,price_usd,ram_gb,storage_gb,card_gb,has_5g,has_nfc,total_sim,cores,clock_speed,battery_capacity,power_charging,primary_camera_mp,total_lens,front_camera_mp,os_version,screen_size,resolution_width,resolution_height,refresh_rate,total_pixels,brand_prestige,hp_Apple,hp_Asus,hp_BLU,hp_Blackview,hp_Cola,hp_Doogee,hp_Duoqin,hp_Gionee,hp_Google,hp_Honor,hp_Huawei,hp_Infinix,hp_Itel,hp_Jio,hp_LG,hp_Lava,hp_LeEco,hp_Leitz,hp_Lenovo,hp_Letv,hp_Lyf,hp_Micromax,hp_Motorola,hp_Nokia,hp_Nothing,hp_Nubia,hp_OPPO,hp_OnePlus,hp_Oppo,hp_Oukitel,hp_POCO,hp_Poco,hp_Realme,hp_Redmi,hp_Samsung,hp_Sharp,hp_Sony,hp_TCL,hp_Tecno,hp_Vertu,hp_Vivo,hp_Xiaomi,hp_ZTE,hp_iQOO,hp_itel,os_Android,os_EMUI,os_Harmony,os_iOS,chip_Bionic,chip_Dimensity,chip_Exynos,chip_Google,chip_Helio,chip_Kirin,chip_Snapdragon,chip_Spreadtrum,chip_Tiger,chip_Unisoc
80.0,211.1,6.0,128.0,0.0,1,0,2,8,2.2,5000.0,33.0,64.0,3,16.0,12,6.6,1080.0,2412.0,120,2604960.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
73.0,122.21111111111111,4.0,128.0,1024.0,1,0,2,8,2.2,5000.0,30.0,50.0,3,8.0,12,6.5,1600.0,720.0,90,1152000.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
81.0,311.1,8.0,256.0,0.0,1,1,2,8,2.2,5100.0,40.0,64.0,3,16.0,12,6.67,1080.0,2400.0,120,2592000.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
80.0,911.1,12.0,128.0,0.0,1,1,2,8,2.85,5000.0,30.0,50.0,3,10.0,13,6.7,1440.0,3120.0,120,4492800.0,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
74.0,111.1,4.0,64.0,0.0,0,0,2,8,2.0,7000.0,33.0,50.0,3,8.0,11,6.95,1080.0,2460.0,90,2656800.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
85.0,355.4888888888889,8.0,128.0,0.0,1,0,2,8,3.0,4300.0,44.0,108.0,3,50.0,12,6.56,1080.0,2376.0,90,2566080.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65.0,103.32222222222222,3.0,32.0,1024.0,0,0,2,8,2.3,5000.0,30.0,13.0,2,5.0,12,6.5,720.0,1600.0,60,1152000.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
84.0,333.22222222222223,8.0,128.0,0.0,1,1,2,8,3.2,5500.0,67.0,64.0,3,16.0,13,6.67,1440.0,3200.0,120,4608000.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
78.0,287.77777777777777,6.0,128.0,0.0,1,0,2,8,2.5,4500.0,60.0,50.0,3,16.0,12,6.4,1080.0,2400.0,90,2592000.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
78.0,188.87777777777777,6.0,128.0,1024.0,1,0,2,8,2.4,5000.0,18.0,50.0,3,8.0,12,6.6,1080.0,2408.0,90,2600640.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
85.0,277.76666666666665,8.0,128.0,0.0,1,1,2,8,2.5,4020.0,33.0,50.0,3,32.0,12,6.5,1080.0,2400.0,144,2592000.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
79.0,135.42222222222222,6.0,64.0,0.0,0,0,2,8,2.4,5000.0,33.0,50.0,4,13.0,11,6.43,1080.0,2400.0,90,2592000.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
80.0,99.9888888888889,3.0,32.0,1024.0,0,0,2,8,2.3,5000.0,10.0,8.0,1,5.0,12,6.51,720.0,1600.0,60,1152000.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
68.0,83.32222222222222,4.0,64.0,0.0,0,0,2,8,2.3,5000.0,30.0,13.0,3,5.0,10,6.53,720.0,1600.0,60,1152000.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
79.0,199.98888888888888,6.0,128.0,1024.0,1,0,2,8,2.4,5000.0,33.0,48.0,3,16.0,11,6.6,1080.0,2400.0,90,2592000.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
79.0,277.76666666666665,6.0,128.0,0.0,1,0,2,8,3.2,5000.0,80.0,64.0,3,16.0,12,6.62,1080.0,2400.0,120,2592000.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
86.0,511.1,12.0,256.0,0.0,1,1,2,8,2.85,4500.0,80.0,50.0,3,32.0,12,6.7,1080.0,2412.0,120,2604960.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
80.0,727.7666666666667,12.0,256.0,0.0,1,1,2,8,3.0,5000.0,80.0,50.0,3,32.0,12,6.7,1440.0,3216.0,120,4631040.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
89.0,655.4444444444445,8.0,256.0,0.0,1,1,2,8,3.2,4700.0,200.0,50.0,3,16.0,13,6.78,1440.0,3200.0,144,4608000.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
74.0,133.32222222222222,4.0,64.0,0.0,0,0,2,8,2.4,5000.0,18.0,50.0,2,8.0,12,6.58,1080.0,2408.0,90,2600640.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
77.0,133.32222222222222,8.0,128.0,0.0,0,0,2,8,2.4,6000.0,18.0,50.0,2,5.0,11,6.7,720.0,1650.0,60,1188000.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
76.0,211.0,6.0,128.0,1024.0,1,0,2,8,2.2,5000.0,33.0,50.0,2,8.0,12,6.56,720.0,1612.0,90,1160640.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
77.0,161.1,4.0,128.0,1024.0,0,0,2,8,2.4,5000.0,44.0,50.0,3,16.0,12,6.44,1080.0,2408.0,60,2600640.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
80.0,1188.7777777777778,12.0,256.0,0.0,1,1,2,8,3.2,4500.0,67.0,50.0,3,20.0,12,8.02,1914.0,2160.0,120,4134240.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
66.0,116.65555555555555,3.0,64.0,0.0,0,0,2,8,2.3,5000.0,10.0,13.0,2,5.0,12,6.51,720.0,1600.0,60,1152000.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
86.0,299.8888888888889,8.0,256.0,1024.0,1,1,2,8,2.2,4500.0,33.0,64.0,3,16.0,12,6.43,1080.0,2400.0,60,2592000.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
82.0,222.11111111111111,8.0,128.0,1024.0,0,0,2,8,2.05,4050.0,44.0,50.0,3,44.0,12,6.44,1080.0,2400.0,60,2592000.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
89.0,277.76666666666665,8.0,256.0,0.0,1,1,2,8,2.6,4300.0,120.0,200.0,3,16.0,12,6.67,1080.0,2400.0,120,2592000.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
69.0,155.2111111111111,4.0,64.0,0.0,0,0,2,8,2.3,5000.0,33.0,13.0,2,8.0,12,6.56,720.0,1612.0,60,1160640.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
83.0,499.9888888888889,8.0,128.0,1024.0,1,1,2,8,2.3,5000.0,67.0,108.0,4,32.0,12,6.7,1080.0,2412.0,120,2604960.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
84.0,277.76666666666665,8.0,128.0,1024.0,1,0,2,8,2.4,4700.0,66.0,64.0,3,16.0,12,6.44,1080.0,2404.0,90,2596320.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
86.0,590.0,8.0,128.0,0.0,1,1,2,8,2.85,4355.0,30.0,50.0,2,10.0,13,6.3,1080.0,2400.0,90,2592000.0,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
81.0,188.87777777777777,6.0,128.0,1024.0,1,0,2,8,2.4,5000.0,33.0,50.0,2,16.0,11,6.6,1080.0,2400.0,90,2592000.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
82.0,243.32222222222222,8.0,128.0,0.0,0,0,2,8,2.4,4500.0,33.0,64.0,3,32.0,12,6.43,1080.0,2400.0,90,2592000.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
82.0,844.4333333333333,6.0,256.0,0.0,1,1,2,6,3.22,3279.0,30.0,12.0,2,12.0,16,6.1,1170.0,2532.0,60,2962440.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
85.0,288.8777777777778,8.0,256.0,0.0,1,1,2,8,2.2,5000.0,30.0,50.0,2,16.0,13,6.5,1080.0,2400.0,120,2592000.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
84.0,522.1111111111111,8.0,128.0,0.0,1,1,2,8,3.2,6000.0,80.0,50.0,3,16.0,13,6.8,1116.0,2480.0,120,2767680.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
75.0,111.1,4.0,64.0,1024.0,0,0,2,8,2.0,5000.0,20.0,50.0,3,13.0,11,6.47,1080.0,2400.0,60,2592000.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
89.0,555.5444444444445,12.0,256.0,0.0,1,1,2,8,3.05,5160.0,45.0,50.0,3,32.0,12,6.8,1080.0,2400.0,120,2592000.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
87.0,199.98888888888888,8.0,128.0,2048.0,0,1,2,8,2.2,4500.0,45.0,108.0,3,60.0,12,6.7,1080.0,2400.0,90,2592000.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
80.0,188.22222222222223,6.0,128.0,1024.0,1,0,2,8,2.2,5000.0,18.0,50.0,3,16.0,12,6.58,1080.0,2408.0,120,2600640.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
81.0,199.88888888888889,6.0,64.0,0.0,1,0,2,8,2.2,5000.0,67.0,108.0,3,16.0,11,6.67,1080.0,2400.0,120,2592000.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
84.0,233.22222222222223,8.0,128.0,1024.0,1,1,2,8,2.2,4800.0,67.0,108.0,2,16.0,13,6.7,1080.0,2412.0,120,2604960.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
79.0,577.7666666666667,8.0,128.0,0.0,1,1,2,8,2.3,4200.0,33.0,12.0,3,32.0,12,6.4,1080.0,2400.0,120,2592000.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
87.0,716.1,8.0,128.0,0.0,1,1,2,8,3.0,4500.0,45.0,50.0,3,10.0,12,6.6,1080.0,2340.0,120,2527200.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
71.0,99.88888888888889,6.0,64.0,0.0,1,0,2,8,2.0,5000.0,18.0,13.0,2,8.0,11,6.58,1080.0,2408.0,90,2600640.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
77.0,222.2111111111111,4.0,128.0,0.0,0,1,2,8,2.0,5000.0,30.0,50.0,3,16.0,13,6.5,720.0,1600.0,90,1152000.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
79.0,149.98888888888888,6.0,128.0,0.0,1,0,2,8,2.2,5000.0,18.0,50.0,2,8.0,12,6.58,1080.0,2400.0,90,2592000.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
78.0,172.2111111111111,8.0,128.0,0.0,1,0,2,8,2.4,6000.0,18.0,50.0,3,16.0,11,6.9,1080.0,2460.0,120,2656800.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65.0,72.21111111111111,3.0,32.0,0.0,0,0,2,8,2.3,5000.0,30.0,13.0,3,5.0,10,6.53,720.0,1600.0,60,1152000.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60.0,799.9888888888889,4.0,64.0,0.0,0,1,2,8,2.3,3060.0,30.0,12.0,2,7.0,12,6.1,828.0,1792.0,60,1483776.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
89.0,405.5444444444444,8.0,256.0,1024.0,1,1,2,8,2.4,5000.0,25.0,64.0,4,32.0,12,6.5,1080.0,2400.0,120,2592000.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
78.0,177.76666666666668,6.0,64.0,2048.0,1,0,2,8,2.4,5000.0,33.0,50.0,3,16.0,12,6.7,1080.0,2400.0,60,2592000.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
87.0,355.4888888888889,12.0,256.0,0.0,1,1,2,8,3.0,4500.0,65.0,50.0,3,32.0,11,6.55,1080.0,2400.0,90,2592000.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
84.0,388.8777777777778,8.0,128.0,0.0,1,1,2,8,3.2,5000.0,100.0,50.0,3,16.0,13,6.7,1080.0,2412.0,120,2604960.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
81.0,211.1,6.0,128.0,1024.0,0,0,2,8,2.3,5000.0,67.0,108.0,4,16.0,11,6.67,1080.0,2400.0,120,2592000.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
88.0,444.3333333333333,8.0,128.0,0.0,1,1,2,8,3.2,4700.0,66.0,50.0,3,32.0,13,6.67,1080.0,2400.0,120,2592000.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
82.0,183.32222222222222,8.0,128.0,1024.0,0,0,2,8,2.0,5000.0,15.0,64.0,4,20.0,11,6.4,1080.0,2400.0,90,2592000.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
89.0,603.3333333333334,12.0,128.0,0.0,1,1,2,8,2.8,5003.0,30.0,50.0,3,11.0,12,6.71,1440.0,3120.0,120,4492800.0,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
73.0,111.1,4.0,64.0,0.0,0,0,2,8,2.0,5000.0,33.0,50.0,3,8.0,12,6.7,1080.0,2400.0,60,2592000.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
77.0,177.66666666666666,6.0,128.0,0.0,1,0,2,8,2.2,5000.0,18.0,50.0,2,5.0,12,6.58,1080.0,2408.0,90,2600640.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
86.0,252.22222222222223,8.0,128.0,1024.0,1,0,2,8,2.2,5000.0,67.0,108.0,3,16.0,11,6.67,1080.0,2400.0,120,2592000.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
89.0,566.5555555555555,8.0,256.0,0.0,1,1,2,8,3.0,4600.0,120.0,50.0,3,32.0,12,6.73,1440.0,3200.0,120,4608000.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
79.0,721.1111111111111,4.0,128.0,0.0,1,1,2,6,3.22,2438.0,30.0,12.0,2,12.0,15,5.4,1080.0,2340.0,60,2527200.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
77.0,153.32222222222222,6.0,128.0,0.0,0,0,2,8,2.0,7000.0,33.0,50.0,3,8.0,11,6.9,1080.0,2460.0,90,2656800.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
65.0,99.9888888888889,4.0,64.0,1024.0,0,0,2,8,1.82,5000.0,30.0,13.0,3,5.0,11,6.52,720.0,1600.0,60,1152000.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
